OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_4742	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma verrucosum
OTU_4746	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	Gigaspora margarita
OTU_4748	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena sp
OTU_4749	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria sp XJ23
OTU_4750	Fungi	Basidiomycota	?	?	?	?	?
OTU_4751	Fungi	Basidiomycota	?	?	?	?	?
OTU_4752	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4753	Fungi	Ascomycota	?	?	?	?	?
OTU_4756	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4757	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Ceramothyrium	Ceramothyrium carniolicum
OTU_4758	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_4759	Fungi	Ascomycota	?	?	?	?	?
OTU_4760	Fungi	unidentified	unidentified	?	?	?	?
OTU_4761	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	?
OTU_4762	Fungi	Glomeromycota	?	?	?	?	?
OTU_4763	Fungi	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Xylomyces	?
OTU_4764	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_4765	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_4767	Fungi	Ascomycota	Orbiliomycetes	?	?	?	?
OTU_4768	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Paecilomyces	?
OTU_4769	Fungi	Ascomycota	?	?	?	?	?
OTU_4770	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_4771	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_4773	Fungi	Ascomycota	?	?	?	?	?
OTU_4774	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria regalis
OTU_4775	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus
OTU_4776	Fungi	Basidiomycota	?	?	?	?	?
OTU_4778	Fungi	Basidiomycota	?	?	?	?	?
OTU_4779	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Incertae sedis	?	?
OTU_4780	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	unidentified	Mycosphaerellaceae sp
OTU_4781	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	?	?
OTU_4782	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4784	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_4785	Fungi	Basidiomycota	?	?	?	?	?
OTU_4786	Fungi	?	?	?	?	?	?
OTU_4789	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4790	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium infirmominiatum
OTU_4791	Protista	Ciliophora	?	?	?	?	?
OTU_4794	Fungi	Ascomycota	?	?	?	?	?
OTU_4799	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium sp ASR_254
OTU_4800	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_4801	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4803	Fungi	Rozellomycota	unidentified	?	?	?	?
OTU_4805	Fungi	Ascomycota	Dothideomycetes	Capnodiales	?	?	?
OTU_4806	Fungi	Ascomycota	?	?	?	?	?
OTU_4807	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	Nectriaceae sp
OTU_4808	Fungi	Ascomycota	?	?	?	?	?
OTU_4809	Fungi	unidentified	unidentified	?	?	?	?
OTU_4811	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_4812	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	?	?
OTU_4813	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_4814	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina sp
OTU_4815	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_4816	Fungi	Ascomycota	?	?	?	?	?
OTU_4817	Fungi	Basidiomycota	?	?	?	?	?
OTU_4819	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	?
OTU_4820	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_4822	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	unidentified	Ustilaginaceae sp
OTU_4824	Fungi	Basidiomycota	Tremellomycetes	?	?	?	?
OTU_4825	Fungi	Ascomycota	?	?	?	?	?
OTU_4826	Fungi	Incertae sedis	?	?	?	?	?
OTU_4827	Fungi	Ascomycota	?	?	?	?	?
OTU_4828	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	?	?
OTU_4832	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Tetrapyrgos	?
OTU_4833	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_4834	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4835	Fungi	Ascomycota	?	?	?	?	?
OTU_4836	Fungi	Glomeromycota	?	?	?	?	?
OTU_4837	Fungi	Basidiomycota	?	?	?	?	?
OTU_4839	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	Letendraea	?
OTU_4843	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	?
OTU_4844	Fungi	Glomeromycota	?	?	?	?	?
OTU_4845	Fungi	Chytridiomycota	?	?	?	?	?
OTU_4846	Fungi	Ascomycota	?	?	?	?	?
OTU_4847	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	Hypocreales sp
OTU_4848	Fungi	Basidiomycota	?	?	?	?	?
OTU_4849	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4850	Fungi	Ascomycota	?	?	?	?	?
OTU_4851	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_4852	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp HKC12
OTU_4853	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_4854	Fungi	?	?	?	?	?	?
OTU_4855	Fungi	Basidiomycota	?	?	?	?	?
OTU_4861	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Togniniaceae	Togninia	?
OTU_4862	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	?
OTU_4864	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_4865	Fungi	unidentified	?	?	?	?	?
OTU_4867	Fungi	Glomeromycota	?	?	?	?	?
OTU_4868	Fungi	Ascomycota	?	?	?	?	?
OTU_4869	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4870	Fungi	?	?	?	?	?	?
OTU_4871	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4872	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4873	Fungi	Basidiomycota	?	?	?	?	?
OTU_4874	Fungi	Ascomycota	?	?	?	?	?
OTU_4875	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_4876	Fungi	Ascomycota	Sordariomycetes	Sordariales	Incertae sedis	Madurella	Madurella sp TMMU3956
OTU_4877	Fungi	Chytridiomycota	?	?	?	?	?
OTU_4878	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	?
OTU_4879	Fungi	unidentified	?	?	?	?	?
OTU_4880	Fungi	?	?	?	?	?	?
OTU_4881	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	?
OTU_4882	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	?	?
OTU_4885	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4886	Fungi	Ascomycota	?	?	?	?	?
OTU_4887	Fungi	Ascomycota	?	?	?	?	?
OTU_4889	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Magnaporthaceae	?	?
OTU_4890	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	?
OTU_4891	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4892	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma microsporum
OTU_4893	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4894	Fungi	Ascomycota	?	?	?	?	?
OTU_4895	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_4897	Fungi	?	?	?	?	?	?
OTU_4898	Fungi	Ascomycota	?	?	?	?	?
OTU_4900	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4901	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius sp
OTU_4903	Fungi	Ascomycota	?	?	?	?	?
OTU_4904	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus custos
OTU_4905	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Microdiplodia	Microdiplodia sp
OTU_4906	Fungi	Ascomycota	Eurotiomycetes	Onygenales	?	?	?
OTU_4907	Fungi	Basidiomycota	?	?	?	?	?
OTU_4908	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus volemoides
OTU_4909	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4913	Fungi	Ascomycota	Dothideomycetes	Incertae sedis	Micropeltidaceae	Stomiopeltis	?
OTU_4915	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	?	?
OTU_4916	Fungi	Ascomycota	?	?	?	?	?
OTU_4917	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_4918	Fungi	?	?	?	?	?	?
OTU_4920	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria sp GSL2_4_3
OTU_4921	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_4922	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Incertae sedis	Rhodotorula	Rhodotorula cycloclastica
OTU_4923	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	?
OTU_4924	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Incertae sedis	Candida	Candida zeylanoides
OTU_4926	Fungi	?	?	?	?	?	?
OTU_4927	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Plectosphaerellaceae	Gibellulopsis	?
OTU_4931	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	?
OTU_4933	Fungi	Ascomycota	?	?	?	?	?
OTU_4934	Fungi	Ascomycota	?	?	?	?	?
OTU_4935	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4937	Fungi	Ascomycota	?	?	?	?	?
OTU_4938	Fungi	?	?	?	?	?	?
OTU_4939	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	?	?
OTU_4940	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_4941	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4942	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	?	?
OTU_4943	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4944	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus wentii
OTU_4945	Fungi	?	?	?	?	?	?
OTU_4948	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4951	Fungi	Glomeromycota	?	?	?	?	?
OTU_4952	Fungi	Basidiomycota	?	?	?	?	?
OTU_4954	Fungi	?	?	?	?	?	?
OTU_4959	Fungi	Basidiomycota	?	?	?	?	?
OTU_4961	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	Pezizaceae sp
OTU_4962	Fungi	?	?	?	?	?	?
OTU_4963	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_4964	Fungi	?	?	?	?	?	?
OTU_4966	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4967	Fungi	Ascomycota	?	?	?	?	?
OTU_4968	Fungi	Basidiomycota	?	?	?	?	?
OTU_4969	Fungi	?	?	?	?	?	?
OTU_4970	Fungi	Ascomycota	?	?	?	?	?
OTU_4971	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	unidentified	Mycosphaerellaceae sp
OTU_4972	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	Hypoxylon ochraceum
OTU_4974	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4975	Fungi	Ascomycota	?	?	?	?	?
OTU_4976	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4977	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	Polyporales sp
OTU_4979	Fungi	Zygomycota	Incertae sedis	Mucorales	Rhizopodaceae	?	?
OTU_4980	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Incertae sedis	Cryptococcus	Cryptococcus curvatus
OTU_4981	Fungi	Ascomycota	?	?	?	?	?
OTU_4983	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Incertae sedis	?	?
OTU_4985	Fungi	Ascomycota	?	?	?	?	?
OTU_4989	Fungi	Basidiomycota	?	?	?	?	?
OTU_4990	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	?	?
OTU_4991	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Incertae sedis	Cryptococcus	?
OTU_4993	Fungi	Ascomycota	?	?	?	?	?
OTU_4995	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	Cryptodiscus sp
OTU_4996	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	unidentified	Polyporaceae sp
OTU_4997	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4998	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5001	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_5002	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5003	Fungi	unidentified	?	?	?	?	?
OTU_5004	Fungi	Ascomycota	?	?	?	?	?
OTU_5005	Fungi	Basidiomycota	?	?	?	?	?
OTU_5006	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_5007	Fungi	Basidiomycota	?	?	?	?	?
OTU_5008	Fungi	Ascomycota	?	?	?	?	?
OTU_5009	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia sp
OTU_5011	Fungi	Ascomycota	?	?	?	?	?
OTU_5012	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae sedis	Tetracladium	Tetracladium sp
OTU_5013	Fungi	Chytridiomycota	?	?	?	?	?
OTU_5015	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_5016	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_5017	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_5019	Fungi	Ascomycota	?	?	?	?	?
OTU_5020	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	Thelephoraceae sp
OTU_5021	Fungi	Basidiomycota	?	?	?	?	?
OTU_5022	Fungi	Ascomycota	?	?	?	?	?
OTU_5023	Fungi	?	?	?	?	?	?
OTU_5024	Fungi	Ascomycota	?	?	?	?	?
OTU_5025	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Incertae sedis	Sporobolomyces	Sporobolomyces beijingensis
OTU_5026	Fungi	Ascomycota	?	?	?	?	?
OTU_5028	Fungi	?	?	?	?	?	?
OTU_5029	Fungi	Basidiomycota	?	?	?	?	?
OTU_5030	Fungi	Ascomycota	?	?	?	?	?
OTU_5031	Fungi	Ascomycota	?	?	?	?	?
OTU_5033	Fungi	Ascomycota	?	?	?	?	?
OTU_5034	Fungi	Ascomycota	?	?	?	?	?
OTU_5035	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	?	?
OTU_5036	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella	?
OTU_5037	Fungi	Ascomycota	?	?	?	?	?
OTU_5038	Fungi	Ascomycota	?	?	?	?	?
OTU_5041	Fungi	Ascomycota	?	?	?	?	?
OTU_5042	Fungi	Ascomycota	?	?	?	?	?
OTU_5043	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	?	?	?
OTU_5044	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_5045	Fungi	?	?	?	?	?	?
OTU_5047	Fungi	?	?	?	?	?	?
OTU_5048	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus sp
OTU_5049	Fungi	Ascomycota	?	?	?	?	?
OTU_5054	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_5055	Fungi	Ascomycota	?	?	?	?	?
OTU_5059	Fungi	?	?	?	?	?	?
OTU_5061	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_5063	Fungi	Ascomycota	?	?	?	?	?
OTU_5064	Fungi	?	?	?	?	?	?
OTU_5065	Fungi	Ascomycota	?	?	?	?	?
OTU_5068	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	?
OTU_5069	Fungi	Ascomycota	?	?	?	?	?
OTU_5071	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5072	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_5073	Fungi	Incertae sedis	?	?	?	?	?
OTU_5074	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5075	Fungi	Ascomycota	?	?	?	?	?
OTU_5076	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Incertae sedis	?	?
OTU_5081	Fungi	Ascomycota	?	?	?	?	?
OTU_5082	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Thozetella	Thozetella sp 29b
OTU_5084	Fungi	Ascomycota	?	?	?	?	?
OTU_5085	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_5087	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma dictyosporum
OTU_5088	Fungi	Ascomycota	?	?	?	?	?
OTU_5089	Fungi	Glomeromycota	?	?	?	?	?
OTU_5090	Fungi	Ascomycota	Lecanoromycetes	?	?	?	?
OTU_5091	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unidentified	unidentified	Eurotiales sp
OTU_5093	Fungi	Ascomycota	?	?	?	?	?
OTU_5094	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_5095	Fungi	?	?	?	?	?	?
OTU_5096	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	?	?
OTU_5097	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae sedis	Microdochium	Microdochium sp WZ_2014
OTU_5099	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_5100	Fungi	Ascomycota	?	?	?	?	?
OTU_5101	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5102	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5103	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_5104	Fungi	?	?	?	?	?	?
OTU_5105	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5109	Fungi	Ascomycota	?	?	?	?	?
OTU_5110	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	unidentified	Diaporthaceae sp
OTU_5112	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5113	Fungi	Glomeromycota	?	?	?	?	?
OTU_5114	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_5115	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	?	?
OTU_5116	Fungi	Chytridiomycota	?	?	?	?	?
OTU_5117	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella agereri
OTU_5120	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5121	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	?	?
OTU_5122	Fungi	?	?	?	?	?	?
OTU_5125	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	?	?
OTU_5126	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	?
OTU_5128	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_5131	Fungi	Ascomycota	?	?	?	?	?
OTU_5133	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_5134	Fungi	?	?	?	?	?	?
OTU_5136	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5137	Fungi	?	?	?	?	?	?
OTU_5140	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5142	Fungi	Ascomycota	?	?	?	?	?
OTU_5144	Fungi	Ascomycota	?	?	?	?	?
OTU_5145	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tubeufiaceae	Chlamydotubeufia	Chlamydotubeufia cf huaikangplaensis SB_2014
OTU_5147	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_5148	Fungi	Ascomycota	Leotiomycetes	Helotiales	?	?	?
OTU_5149	Fungi	Ascomycota	?	?	?	?	?
OTU_5150	Fungi	Ascomycota	?	?	?	?	?
OTU_5151	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	?
OTU_5153	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita masasiensis
OTU_5154	Fungi	?	?	?	?	?	?
OTU_5157	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_5158	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Incertae sedis	Valsaria	Valsaria ceratoniae
OTU_5160	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_5161	Fungi	Ascomycota	?	?	?	?	?
OTU_5162	Fungi	Ascomycota	?	?	?	?	?
OTU_5164	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Gymnopus	?
OTU_5169	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5171	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	?	?
OTU_5173	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_5174	Fungi	Ascomycota	?	?	?	?	?
OTU_5176	Fungi	Ascomycota	?	?	?	?	?
OTU_5177	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5178	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora sp
OTU_5179	Fungi	Ascomycota	?	?	?	?	?
OTU_5181	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	unidentified	Microascaceae sp
OTU_5183	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	?
OTU_5184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Deniquelata	?
OTU_5186	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5188	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5189	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_5190	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	?
OTU_5192	Fungi	Ascomycota	?	?	?	?	?
OTU_5193	Fungi	?	?	?	?	?	?
OTU_5195	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unidentified	unidentified	Saccharomycetales sp
OTU_5196	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_5198	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_5199	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5202	Fungi	Basidiomycota	?	?	?	?	?
OTU_5203	Fungi	Ascomycota	?	?	?	?	?
OTU_5204	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	Polyporales sp
OTU_5205	Fungi	?	?	?	?	?	?
OTU_5207	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_5208	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp
OTU_5209	Fungi	Ascomycota	Sordariomycetes	Calosphaeriales	Calosphaeriaceae	Jattaea	?
OTU_5210	Fungi	Ascomycota	?	?	?	?	?
OTU_5212	Fungi	Ascomycota	?	?	?	?	?
OTU_5213	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5214	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	Nectriaceae sp
OTU_5215	Fungi	Ascomycota	?	?	?	?	?
OTU_5216	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_5218	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_5222	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium subtropicum
OTU_5224	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	?	?	?
OTU_5225	Fungi	Basidiomycota	?	?	?	?	?
OTU_5226	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	unidentified	Sympoventuriaceae sp
OTU_5227	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	?	?
OTU_5229	Fungi	?	?	?	?	?	?
OTU_5230	Fungi	Ascomycota	?	?	?	?	?
OTU_5232	Fungi	Basidiomycota	?	?	?	?	?
